title,isbn,price,url,published_at,publisher
アルゴリズムクイックリファレンス 第2版,978-4-87311-785-0,"3,960",https://www.oreilly.co.jp/books/9784873117850/,2016-12-24,オライリー・ジャパン
Cooking for Geeks 第2版,978-4-87311-787-4,"3,740",https://www.oreilly.co.jp/books/9784873117874/,2016-12-24,オライリー・ジャパン
Reactビギナーズガイド,978-4-87311-788-1,"2,750",https://www.oreilly.co.jp/books/9784873117881/,2017-03-11,オライリー・ジャパン
Prototyping Lab 第2版,978-4-87311-789-8,"4,180",https://www.oreilly.co.jp/books/9784873117898/,2017-01-19,オライリー・ジャパン
SRE サイトリライアビリティエンジニアリング,978-4-87311-791-1,"5,280",https://www.oreilly.co.jp/books/9784873117911/,2017-08-12,オライリー・ジャパン
Optimized C++,978-4-87311-792-8,"4,400",https://www.oreilly.co.jp/books/9784873117928/,2017-02-22,オライリー・ジャパン
初めてのPHP,978-4-87311-793-5,"3,300",https://www.oreilly.co.jp/books/9784873117935/,2017-03-18,オライリー・ジャパン
Pythonではじめるデータラングリング,978-4-87311-794-2,"4,070",https://www.oreilly.co.jp/books/9784873117942/,2017-04-26,オライリー・ジャパン
Infrastructure as Code,978-4-87311-796-6,"3,960",https://www.oreilly.co.jp/books/9784873117966/,2017-03-18,オライリー・ジャパン
SVGエッセンシャルズ 第2版,978-4-87311-797-3,"3,960",https://www.oreilly.co.jp/books/9784873117973/,2017-05-17,オライリー・ジャパン
Pythonではじめる機械学習,978-4-87311-798-0,"3,740",https://www.oreilly.co.jp/books/9784873117980/,2017-05-25,オライリー・ジャパン
マッピングエクスペリエンス,978-4-87311-800-0,"3,960",https://www.oreilly.co.jp/books/9784873118000/,2018-01-30,オライリー・ジャパン
ゲームデザインバイブル 第2版,978-4-87311-801-7,"5,060",https://www.oreilly.co.jp/books/9784873118017/,2019-09-09,オライリー・ジャパン
マイクロシェルター,978-4-87311-803-1,"2,860",https://www.oreilly.co.jp/books/9784873118031/,2017-05-26,オライリー・ジャパン
サーバーレスシングルページアプリケーション,978-4-87311-806-2,"2,860",https://www.oreilly.co.jp/books/9784873118062/,2017-06-23,オライリー・ジャパン
PythonとJavaScriptではじめるデータビジュアライゼーション,978-4-87311-808-6,"4,180",https://www.oreilly.co.jp/books/9784873118086/,2017-08-25,オライリー・ジャパン
プログラミングROS,978-4-87311-809-3,"4,180",https://www.oreilly.co.jp/books/9784873118093/,2017-12-13,オライリー・ジャパン
UnityによるARゲーム開発,978-4-87311-810-9,"3,520",https://www.oreilly.co.jp/books/9784873118109/,2017-09-02,オライリー・ジャパン
Rではじめるデータサイエンス,978-4-87311-814-7,"4,400",https://www.oreilly.co.jp/books/9784873118147/,2017-10-25,オライリー・ジャパン
プロダクションレディマイクロサービス,978-4-87311-815-4,"2,860",https://www.oreilly.co.jp/books/9784873118154/,2017-09-13,オライリー・ジャパン
初めての自動テスト,978-4-87311-816-1,"3,080",https://www.oreilly.co.jp/books/9784873118161/,2017-09-21,オライリー・ジャパン
Fluent Python,978-4-87311-817-8,"6,380",https://www.oreilly.co.jp/books/9784873118178/,2017-10-07,オライリー・ジャパン
入門 PySpark,978-4-87311-818-5,"3,740",https://www.oreilly.co.jp/books/9784873118185/,2017-11-22,オライリー・ジャパン
ベタープログラマ,978-4-87311-820-8,"3,300",https://www.oreilly.co.jp/books/9784873118208/,2017-12-15,オライリー・ジャパン
Go言語でつくるインタプリタ,978-4-87311-822-2,"3,740",https://www.oreilly.co.jp/books/9784873118222/,2018-06-16,オライリー・ジャパン
カーハッカーズ・ハンドブック,978-4-87311-823-9,"3,520",https://www.oreilly.co.jp/books/9784873118239/,2017-12-22,オライリー・ジャパン
初めてのPerl 第7版,978-4-87311-824-6,"3,960",https://www.oreilly.co.jp/books/9784873118246/,2018-01-20,オライリー・ジャパン
直感 Deep Learning,978-4-87311-826-0,"3,740",https://www.oreilly.co.jp/books/9784873118260/,2018-08-11,オライリー・ジャパン
エレクトロニクスをはじめよう,978-4-87311-827-7,"2,200",https://www.oreilly.co.jp/books/9784873118277/,2018-02-24,オライリー・ジャパン
Head First Python 第2版,978-4-87311-829-1,"4,180",https://www.oreilly.co.jp/books/9784873118291/,2018-03-24,オライリー・ジャパン
Rによるテキストマイニング,978-4-87311-830-7,"3,300",https://www.oreilly.co.jp/books/9784873118307/,2018-05-18,オライリー・ジャパン
実践 Deep Learning,978-4-87311-832-1,"3,960",https://www.oreilly.co.jp/books/9784873118321/,2018-04-26,オライリー・ジャパン
バイオビルダー,978-4-87311-833-8,"2,640",https://www.oreilly.co.jp/books/9784873118338/,2018-11-21,オライリー・ジャパン
Effective DevOps,978-4-87311-835-2,"3,960",https://www.oreilly.co.jp/books/9784873118352/,2018-03-24,オライリー・ジャパン
ゼロから作るDeep Learning ❷,978-4-87311-836-9,"3,960",https://www.oreilly.co.jp/books/9784873118369/,2018-07-21,オライリー・ジャパン
詳解 OpenCV 3,978-4-87311-837-6,"7,480",https://www.oreilly.co.jp/books/9784873118376/,2018-05-26,オライリー・ジャパン
実践 CSIRTプレイブック,978-4-87311-838-3,"3,520",https://www.oreilly.co.jp/books/9784873118383/,2018-05-19,オライリー・ジャパン
退屈をぶっとばせ！,978-4-87311-839-0,"2,750",https://www.oreilly.co.jp/books/9784873118390/,2018-05-26,オライリー・ジャパン
入門 Kubernetes,978-4-87311-840-6,"3,080",https://www.oreilly.co.jp/books/9784873118406/,2018-03-22,オライリー・ジャパン
Pythonデータサイエンスハンドブック,978-4-87311-841-3,"4,620",https://www.oreilly.co.jp/books/9784873118413/,2018-05-26,オライリー・ジャパン
生き物としての力を取り戻す50の自然体験,978-4-87311-842-0,"2,420",https://www.oreilly.co.jp/books/9784873118420/,2018-07-26,オライリー・ジャパン
コンピュータサイエンス探偵の事件簿,978-4-87311-843-7,"2,750",https://www.oreilly.co.jp/books/9784873118437/,2018-06-20,オライリー・ジャパン
実践 パケット解析 第3版,978-4-87311-844-4,"3,520",https://www.oreilly.co.jp/books/9784873118444/,2018-06-16,オライリー・ジャパン
Go言語による並行処理,978-4-87311-846-8,"3,080",https://www.oreilly.co.jp/books/9784873118468/,2018-10-26,オライリー・ジャパン
作って動かすALife,978-4-87311-847-5,"2,860",https://www.oreilly.co.jp/books/9784873118475/,2018-07-28,オライリー・ジャパン
エンジニアのためのマネジメントキャリアパス,978-4-87311-848-2,"2,860",https://www.oreilly.co.jp/books/9784873118482/,2018-09-26,オライリー・ジャパン
Kafka,978-4-87311-849-9,"3,960",https://www.oreilly.co.jp/books/9784873118499/,2018-08-03,オライリー・ジャパン
Unityによるモバイルゲーム開発,978-4-87311-850-5,"3,300",https://www.oreilly.co.jp/books/9784873118505/,2018-08-24,オライリー・ジャパン
問題解決のPythonプログラミング,978-4-87311-851-2,"3,080",https://www.oreilly.co.jp/books/9784873118512/,2018-09-22,オライリー・ジャパン
ハンダづけをはじめよう,978-4-87311-852-9,"1,540",https://www.oreilly.co.jp/books/9784873118529/,2018-08-10,オライリー・ジャパン
MESHをはじめよう,978-4-87311-853-6,"2,640",https://www.oreilly.co.jp/books/9784873118536/,2019-04-17,オライリー・ジャパン
IPythonデータサイエンスクックブック 第2版,978-4-87311-854-3,"4,620",https://www.oreilly.co.jp/books/9784873118543/,2019-05-25,オライリー・ジャパン
進化的アーキテクチャ,978-4-87311-856-7,"3,080",https://www.oreilly.co.jp/books/9784873118567/,2018-08-18,オライリー・ジャパン
RとKerasによるディープラーニング,978-4-87311-857-4,"4,400",https://www.oreilly.co.jp/books/9784873118574/,2018-10-12,オライリー・ジャパン
デザイニング・ボイスユーザーインターフェース,978-4-87311-858-1,"3,520",https://www.oreilly.co.jp/books/9784873118581/,2018-12-01,オライリー・ジャパン
WTF経済,978-4-87311-859-8,"2,640",https://www.oreilly.co.jp/books/9784873118598/,2019-02-26,オライリー・ジャパン
エレガントなSciPy,978-4-87311-860-4,"3,740",https://www.oreilly.co.jp/books/9784873118604/,2018-11-10,オライリー・ジャパン
初めてのProcessing 第2版,978-4-87311-861-1,"4,070",https://www.oreilly.co.jp/books/9784873118611/,2018-12-15,オライリー・ジャパン
家庭の低温調理,978-4-87311-862-8,"3,520",https://www.oreilly.co.jp/books/9784873118628/,2018-11-27,オライリー・ジャパン
バイオインフォマティクスデータスキル,978-4-87311-863-5,"4,840",https://www.oreilly.co.jp/books/9784873118635/,2020-09-19,オライリー・ジャパン
入門 監視,978-4-87311-864-2,"3,080",https://www.oreilly.co.jp/books/9784873118642/,2019-01-17,オライリー・ジャパン
Raspberry Piで学ぶコンピュータアーキテクチャ,978-4-87311-865-9,"4,620",https://www.oreilly.co.jp/books/9784873118659/,2019-09-17,オライリー・ジャパン
インテリジェンス駆動型インシデントレスポンス,978-4-87311-866-6,"3,740",https://www.oreilly.co.jp/books/9784873118666/,2018-12-26,オライリー・ジャパン
Python機械学習クックブック,978-4-87311-867-3,"3,740",https://www.oreilly.co.jp/books/9784873118673/,2018-12-15,オライリー・ジャパン
機械学習のための特徴量エンジニアリング,978-4-87311-868-0,"3,300",https://www.oreilly.co.jp/books/9784873118680/,2019-02-23,オライリー・ジャパン
Modern C++チャレンジ,978-4-87311-869-7,"3,740",https://www.oreilly.co.jp/books/9784873118697/,2019-02-14,オライリー・ジャパン
データ指向アプリケーションデザイン,978-4-87311-870-3,"5,060",https://www.oreilly.co.jp/books/9784873118703/,2019-07-18,オライリー・ジャパン
PythonによるWebスクレイピング 第2版,978-4-87311-871-0,"3,520",https://www.oreilly.co.jp/books/9784873118710/,2019-03-26,オライリー・ジャパン
PythonによるAIプログラミング入門,978-4-87311-872-7,"3,740",https://www.oreilly.co.jp/books/9784873118727/,2019-03-20,オライリー・ジャパン
Node.jsデザインパターン 第2版,978-4-87311-873-4,"4,620",https://www.oreilly.co.jp/books/9784873118734/,2019-05-18,オライリー・ジャパン
Head First はじめてのプログラミング,978-4-87311-874-1,"3,300",https://www.oreilly.co.jp/books/9784873118741/,2019-04-26,オライリー・ジャパン
分散システムデザインパターン,978-4-87311-875-8,"2,860",https://www.oreilly.co.jp/books/9784873118758/,2019-04-20,オライリー・ジャパン
入門 Prometheus,978-4-87311-877-2,"3,960",https://www.oreilly.co.jp/books/9784873118772/,2019-05-18,オライリー・ジャパン
mBotでものづくりをはじめよう,978-4-87311-879-6,"2,640",https://www.oreilly.co.jp/books/9784873118796/,2019-07-26,オライリー・ジャパン
詳説 Deep Learning,978-4-87311-880-2,"4,840",https://www.oreilly.co.jp/books/9784873118802/,2019-08-09,オライリー・ジャパン
Python計算機科学新教本,978-4-87311-881-9,"3,300",https://www.oreilly.co.jp/books/9784873118819/,2019-06-26,オライリー・ジャパン
世界チャンピオンの紙飛行機ブック,978-4-87311-883-3,"2,420",https://www.oreilly.co.jp/books/9784873118833/,2019-08-07,オライリー・ジャパン
メイカーとスタートアップのための量産入門,978-4-87311-884-0,"2,530",https://www.oreilly.co.jp/books/9784873118840/,2019-08-09,オライリー・ジャパン
Rクックブック 第2版,978-4-87311-885-7,"3,960",https://www.oreilly.co.jp/books/9784873118857/,2020-01-17,オライリー・ジャパン
レガシーコードからの脱却,978-4-87311-886-4,"3,190",https://www.oreilly.co.jp/books/9784873118864/,2019-09-19,オライリー・ジャパン
NumPyによるデータ分析入門,978-4-87311-887-1,"3,080",https://www.oreilly.co.jp/books/9784873118871/,2019-09-27,オライリー・ジャパン
ゼロトラストネットワーク,978-4-87311-888-8,"3,520",https://www.oreilly.co.jp/books/9784873118888/,2019-10-28,オライリー・ジャパン
Juliaプログラミングクックブック,978-4-87311-889-5,"4,180",https://www.oreilly.co.jp/books/9784873118895/,2019-10-19,オライリー・ジャパン
Pythonによるファイナンス 第2版,978-4-87311-890-1,"4,950",https://www.oreilly.co.jp/books/9784873118901/,2019-12-26,オライリー・ジャパン
データサイエンス設計マニュアル,978-4-87311-891-8,"4,180",https://www.oreilly.co.jp/books/9784873118918/,2020-01-28,オライリー・ジャパン
Rグラフィックスクックブック 第2版,978-4-87311-892-5,"3,960",https://www.oreilly.co.jp/books/9784873118925/,2019-11-21,オライリー・ジャパン
初めてのGraphQL,978-4-87311-893-2,"2,860",https://www.oreilly.co.jp/books/9784873118932/,2019-11-13,オライリー・ジャパン
インタフェースデザインのお約束,978-4-87311-894-9,"2,420",https://www.oreilly.co.jp/books/9784873118949/,2019-11-09,オライリー・ジャパン
Design It!,978-4-87311-895-6,"3,960",https://www.oreilly.co.jp/books/9784873118956/,2019-11-25,オライリー・ジャパン
マスタリング・イーサリア,978-4-87311-896-3,"4,400",https://www.oreilly.co.jp/books/9784873118963/,2019-11-30,オライリー・ジャパン
Make: Electronics 第2版,978-4-87311-897-0,"3,520",https://www.oreilly.co.jp/books/9784873118970/,2020-02-27,オライリー・ジャパン
どろどろこねこねで楽しい！　手作りスライムとこむぎねんどの本,978-4-87311-898-7,"2,420",https://www.oreilly.co.jp/books/9784873118987/,2020-06-27,オライリー・ジャパン
作って学ぶScratchドリル,978-4-87311-899-4,"1,980",https://www.oreilly.co.jp/books/9784873118994/,2019-12-19,オライリー・ジャパン
創造する心,978-4-87311-900-7,"2,640",https://www.oreilly.co.jp/books/9784873119007/,2020-04-25,オライリー・ジャパン
Kubernetesで実践するクラウドネイティブDevOps,978-4-87311-901-4,"3,850",https://www.oreilly.co.jp/books/9784873119014/,2020-02-19,オライリー・ジャパン
プログラミング・ビットコイン,978-4-87311-902-1,"3,960",https://www.oreilly.co.jp/books/9784873119021/,2020-11-02,オライリー・ジャパン
Real World HTTP 第2版,978-4-87311-903-8,"3,960",https://www.oreilly.co.jp/books/9784873119038/,2020-04-21,オライリー・ジャパン
プログラミングTypeScript,978-4-87311-904-5,"3,740",https://www.oreilly.co.jp/books/9784873119045/,2020-03-16,オライリー・ジャパン
実践 bashによるサイバーセキュリティ対策,978-4-87311-905-2,"3,630",https://www.oreilly.co.jp/books/9784873119052/,2020-04-21,オライリー・ジャパン
ゼロから作るDeep Learning ❸,978-4-87311-906-9,"4,400",https://www.oreilly.co.jp/books/9784873119069/,2020-04-20,オライリー・ジャパン
セキュリティエンジニアのための機械学習,978-4-87311-907-6,"3,300",https://www.oreilly.co.jp/books/9784873119076/,2021-11-05,オライリー・ジャパン
詳解 ビットコイン,978-4-87311-908-3,"4,180",https://www.oreilly.co.jp/books/9784873119083/,2020-03-25,オライリー・ジャパン
みんなでアジャイル,978-4-87311-909-0,"2,640",https://www.oreilly.co.jp/books/9784873119090/,2020-03-19,オライリー・ジャパン
